0	6.27905e-06	1.25333e-05	1.87381e-05	2.4869e-05	3.09017e-05	3.68125e-05	4.25779e-05	4.81754e-05	5.35827e-05	5.87785e-05	6.37424e-05	6.84547e-05	7.28969e-05	7.70513e-05	8.09017e-05	8.44328e-05	8.76307e-05	9.04827e-05	9.29777e-05	9.51057e-05	9.68583e-05	9.82287e-05	9.92115e-05	9.98027e-05	0.0001	9.98027e-05	9.92115e-05	9.82287e-05	9.68583e-05	9.51057e-05	9.29777e-05	9.04827e-05	8.76307e-05	8.44328e-05	8.09017e-05	7.70514e-05	7.28969e-05	6.84548e-05	6.37425e-05	5.87786e-05	5.35827e-05	4.81754e-05	4.2578e-05	3.68125e-05	3.09018e-05	2.48691e-05	1.87382e-05	1.25334e-05	6.27918e-06	1.31077e-10	-6.27893e-06	-1.25332e-05	-1.8738e-05	-2.48689e-05	-3.09016e-05	-3.68123e-05	-4.25778e-05	-4.81752e-05	-5.35825e-05	-5.87784e-05	-6.37423e-05	-6.84546e-05	-7.28967e-05	-7.70512e-05	-8.09016e-05	-8.44327e-05	-8.76306e-05	-9.04826e-05	-9.29776e-05	-9.51056e-05	-9.68583e-05	-9.82287e-05	-9.92114e-05	-9.98027e-05	-0.0001	-9.98027e-05	-9.92115e-05	-9.82288e-05	-9.68584e-05	-9.51057e-05	-9.29778e-05	-9.04828e-05	-8.76308e-05	-8.4433e-05	-8.09019e-05	-7.70515e-05	-7.28971e-05	-6.8455e-05	-6.37427e-05	-5.87788e-05	-5.3583e-05	-4.81757e-05	-4.25783e-05	-3.68128e-05	-3.09021e-05	-2.48694e-05	-1.87385e-05	-1.25337e-05	-6.27946e-06	
0	-0.39649	-0.791408	-1.18317	-1.57036	-1.95121	-2.32454	-2.68857	-3.042	-3.38332	-3.71149	-4.02511	-4.32243	-4.60276	-4.86539	-5.10822	-5.33127	-5.53313	-5.71357	-5.87073	-6.00554	-6.1159	-6.20251	-6.26468	-6.30193	-6.31427	-6.30193	-6.26468	-6.20228	-6.1159	-6.00531	-5.87096	-5.71357	-5.53313	-5.3315	-5.10822	-4.86539	-4.60299	-4.32243	-4.02511	-3.71149	-3.38344	-3.04188	-2.68845	-2.32443	-1.95121	-1.5703	-1.18323	-0.791408	-0.39649	-0.000309117	0.396781	0.791408	1.18317	1.57036	1.95121	2.32443	2.68845	3.042	3.38332	3.71149	4.02511	4.32243	4.60322	4.86515	5.10846	5.33127	5.53337	5.71334	5.87096	6.00531	6.1159	6.20274	6.26444	6.30193	6.31427	6.30193	6.26468	6.20251	6.1159	6.00554	5.87096	5.71334	5.53337	5.33127	5.10846	4.86515	4.60299	4.32267	4.02488	3.71149	3.38344	3.042	2.68845	2.32454	1.95121	1.57042	1.18317	0.791437	0.403096	
0	25145.1	50523	73107.5	101511	120134	149007	169500	193707	210469	232815	260769	271938	283107	316646	316630	338999	342707	372522	357614	391138	379984	391138	398614	398584	394876	398584	402338	383691	387430	379968	368784	368799	338984	346445	312907	312922	290553	268215	260769	230953	216061	189977	169500	147138	122934	98719	75899.9	49592.2	20199.4	14548.1	-39403.5	-45867.1	-73107.5	-101511	-122004	-147138	-167638	-195569	-210469	-232815	-260769	-264492	-301753	-298015	-327815	-331553	-353876	-357630	-372507	-379968	-379968	-402322	-387414	-402322	-394876	-398584	-398614	-391138	-379984	-387415	-368784	-357630	-353876	-331553	-327815	-301738	-290569	-279384	-249584	-234684	-214200	-193700	-165776	-150869	-119204	-103377	-71707.5	54251.5	-236089	
0	3.72315e+09	-4.46928e+10	9.31091e+10	-1.56494e+11	1.64002e+11	-1.34094e+11	5.94487e+10	-1.1914e+11	8.93562e+10	8.97222e+10	-2.68555e+11	271938	3.57911e+11	-5.36865e+11	3.58155e+11	-2.98584e+11	4.17725e+11	-7.15576e+11	7.74902e+11	-7.14843e+11	3.56934e+11	-5.88366e+10	-1.20117e+11	-5.88366e+10	1.18653e+11	7.33399e+08	-3.58398e+11	3.58155e+11	-1.79199e+11	-5.95696e+10	1.792e+11	-4.77295e+11	5.96436e+11	-6.56005e+11	5.36866e+11	-3.58154e+11	4.88291e+08	2.38282e+11	-3.5791e+11	2.3877e+11	-1.79077e+11	8.97217e+10	-3.01508e+10	-2.94794e+10	-1.82877e+08	2.23393e+10	-5.58167e+10	-4.93619e+10	3.79864e+11	-7.72804e+11	7.59807e+11	-3.32428e+11	-1.86158e+10	1.26587e+11	-7.42799e+10	7.41574e+10	-1.18897e+11	2.08496e+11	-1.19141e+11	-8.97222e+10	3.87695e+11	-5.36621e+11	6.56006e+11	-5.36622e+11	4.16992e+11	-2.97363e+11	2.97119e+11	-1.77979e+11	1.18652e+11	1.19385e+11	-3.57666e+11	5.96191e+11	-4.77052e+11	3.57666e+11	-1.78468e+11	5.88366e+10	1.20117e+11	5.88366e+10	-2.97364e+11	4.16992e+11	-1.19629e+11	-1.18409e+11	2.97119e+11	-2.97363e+11	3.57421e+11	-2.38526e+11	2.44709e+08	2.97851e+11	-2.38404e+11	8.93548e+10	2.43786e+08	1.18774e+11	-2.08253e+11	2.68127e+11	-2.53418e+11	2.53479e+11	1.50864e+12	-6.6608e+12	8.42288e+12	
0	-8.34226e+17	2.97949e+18	-6.19847e+18	9.12157e+18	-9.89745e+18	7.86621e+18	-5.9541e+18	6.19337e+18	-3.33009e+18	-5.73829e+18	1.00293e+19	1.4297e+18	-2.0043e+19	2.86367e+19	-2.48281e+19	2.19688e+19	-2.95938e+19	4.19805e+19	-4.76836e+19	4.09844e+19	-2.38008e+19	5.67186e+18	1.96096e+18	1.85936e+18	-4.72656e+18	-3.85938e+18	1.72109e+19	-2.00625e+19	1.05117e+19	1.90626e+18	-1.43242e+19	2.76836e+19	-3.72188e+19	3.9125e+19	-3.34063e+19	2.00586e+19	-1.93357e+18	-1.33438e+19	1.9086e+19	-1.62324e+19	1.09863e+19	-6.21874e+18	1.9287e+18	4.58e+17	-1.08388e+17	-1.61085e+18	1.35377e+18	6.76434e+18	-2.53103e+19	4.29645e+19	-4.19976e+19	2.24968e+19	-2.69776e+18	-5.5371e+18	5.58886e+18	-5.46386e+18	8.32714e+18	-1.04805e+19	5.7129e+18	7.16797e+18	-2.24277e+19	3.38711e+19	-3.81641e+19	3.43399e+19	-2.66875e+19	2.09414e+19	-1.71133e+19	1.23477e+19	-4.73437e+18	-7.64454e+18	2.28945e+19	-3.24336e+19	3.05274e+19	-2.19336e+19	1.2375e+19	-2.8164e+18	-1.96096e+18	-4.71874e+18	1.71289e+19	-2.00156e+19	8.60546e+18	6.62893e+18	-1.61602e+19	1.99883e+19	-2.00117e+19	1.33555e+19	9.4136e+17	-1.33418e+19	1.38242e+19	-6.66991e+18	3.32226e+18	-7.1289e+18	1.28545e+19	-1.59668e+19	1.64551e+19	1.19722e+19	-1.50793e+20	3.7205e+20	-3.76105e+20	
0	7.4367e+25	-2.07867e+26	3.91968e+26	-5.49425e+26	5.88523e+26	-5.05344e+26	4.15485e+26	-3.46735e+26	1.13844e+26	2.90813e+26	-3.89875e+26	-2.05969e+26	1.12244e+27	-1.63431e+27	1.60419e+27	-1.57375e+27	1.97019e+27	-2.57981e+27	2.85331e+27	-2.45525e+27	1.50812e+27	-5.30936e+26	5.77487e+25	-1.03749e+26	1.1925e+26	3.2325e+26	-9.335e+26	1.08556e+27	-6.26875e+26	-1.22e+26	9.31814e+26	-1.71056e+27	2.25994e+27	-2.382e+27	2.01594e+27	-1.20731e+27	1.69311e+26	7.01439e+26	-1.08397e+27	1.00059e+27	-7.10781e+26	4.0564e+26	-1.5389e+26	1.44691e+25	-1.49772e+25	7.14734e+25	3.9135e+25	-5.99763e+26	1.60559e+27	-2.45179e+27	2.3913e+27	-1.43502e+27	3.57683e+26	2.23445e+26	-3.54859e+26	3.975e+26	-5.21578e+26	5.60016e+26	-2.35813e+26	-4.96812e+26	1.37431e+27	-2.05334e+27	2.31263e+27	-2.1365e+27	1.7385e+27	-1.37094e+27	1.08025e+27	-7.44688e+26	2.2675e+26	5.35188e+26	-1.37388e+27	1.89263e+27	-1.84675e+27	1.38831e+27	-7.92001e+26	2.5675e+26	-5.78115e+25	3.93687e+26	-9.43875e+26	1.05225e+27	-4.89562e+26	-3.33001e+26	9.43e+26	-1.21837e+27	1.17387e+27	-7.32501e+26	-2.9904e+25	6.63186e+26	-7.62562e+26	4.87781e+26	-3.27093e+26	4.86953e+26	-7.80876e+26	9.79891e+26	-5.90477e+26	-2.53252e+27	1.09697e+28	-2.0336e+28	1.79882e+28	
0	-5.70561e+33	1.41131e+34	-2.46596e+34	3.32695e+34	-3.5709e+34	3.22351e+34	-2.69288e+34	1.95648e+34	-4.53776e+33	-1.37225e+34	1.38335e+34	1.8312e+34	-6.53626e+34	9.59241e+34	-1.02663e+35	1.0755e+35	-1.29503e+35	1.5973e+35	-1.71867e+35	1.48351e+35	-9.60389e+34	4.20439e+34	-1.20029e+34	6.15195e+33	-3.03972e+32	-2.3372e+34	5.2413e+34	-5.9704e+34	3.5477e+34	8.78302e+33	-5.91391e+34	1.05806e+35	-1.37799e+35	1.44638e+35	-1.21939e+35	7.3598e+34	-1.35119e+34	-3.70806e+34	6.19196e+34	-6.07351e+34	4.52448e+34	-2.68152e+34	1.16462e+34	-3.16489e+33	1.85435e+33	-1.90062e+33	-9.70496e+33	4.5508e+34	-1.00204e+35	1.42408e+35	-1.38711e+35	8.99044e+34	-3.08311e+34	-7.10506e+33	2.12906e+34	-2.6743e+34	3.20107e+34	-3.00388e+34	8.55726e+33	3.4114e+34	-8.47805e+34	1.24698e+35	-1.41042e+35	1.33186e+35	-1.11751e+35	8.897e+34	-6.8418e+34	4.4742e+34	-1.0608e+34	-3.548e+34	8.2809e+34	-1.12094e+35	1.11591e+35	-8.66461e+34	5.16651e+34	-2.1813e+34	1.2257e+34	-2.8625e+34	5.3339e+34	-5.6607e+34	2.7174e+34	1.7911e+34	-5.4998e+34	7.28579e+34	-6.8778e+34	4.17435e+34	-1.52114e+32	-3.39014e+34	4.28174e+34	-3.30435e+34	2.60627e+34	-3.331e+34	4.84575e+34	-5.32982e+34	-5.94684e+33	2.47109e+35	-7.16928e+35	1.11408e+36	-9.00996e+35	
0	inf	-inf	inf	-inf	inf	-inf	inf	-inf	inf	inf	-inf	-inf	inf	-inf	inf	-inf	inf	-inf	inf	-inf	inf	-inf	inf	-inf	-inf	inf	-inf	inf	-inf	-inf	inf	-inf	inf	-inf	inf	-inf	inf	inf	-inf	inf	-inf	inf	-inf	inf	-inf	-inf	inf	-inf	inf	-inf	inf	-inf	inf	inf	-inf	inf	-inf	inf	-inf	-inf	inf	-inf	inf	-inf	inf	-inf	inf	-inf	inf	inf	-inf	inf	-inf	inf	-inf	inf	-inf	inf	-inf	inf	-inf	-inf	inf	-inf	inf	-inf	inf	inf	-inf	inf	-inf	inf	-inf	inf	inf	-inf	inf	-inf	inf	
0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	
0	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	
